"","ID","Local_ID","Language_ID","Parameter_ID","Value","Form","Segments","Comment","Source","Cognacy","Loan","Graphemes","Profile"
"18","Garrwa-1_one-1",NA,"Garrwa","1_one","yiŋamali; yalkunyi (Western), yulganyi, yulgunyi; yingkanyi (Eastern)","yalkunyi (Western)",NA,NA,"Bowern2012",NA,NA,NA,NA
"19","Garrwa-1_one-1",NA,"Garrwa","1_one","yiŋamali; yalkunyi (Western), yulganyi, yulgunyi; yingkanyi (Eastern)","yulganyi",NA,NA,"Bowern2012",NA,NA,NA,NA
"20","Garrwa-1_one-1",NA,"Garrwa","1_one","yiŋamali; yalkunyi (Western), yulganyi, yulgunyi; yingkanyi (Eastern)","yulgunyi",NA,NA,"Bowern2012",NA,NA,NA,NA
"21","Garrwa-1_one-1",NA,"Garrwa","1_one","yiŋamali; yalkunyi (Western), yulganyi, yulgunyi; yingkanyi (Eastern)","yingkanyi (Eastern)",NA,NA,"Bowern2012",NA,NA,NA,NA
"22","Garrwa-2_two-1",NA,"Garrwa","2_two","kujarra, gudyara","kujarra",NA,NA,"Bowern2012",NA,NA,NA,NA
"23","Garrwa-2_two-1",NA,"Garrwa","2_two","kujarra, gudyara","gudyara",NA,NA,"Bowern2012",NA,NA,NA,NA
"24","Garrwa-3_three-1",NA,"Garrwa","3_three","kujarra yalkunyi, kujarra  yiŋamali, gudyara yalgunyi","kujarra yalkunyi",NA,NA,"Bowern2012",NA,NA,NA,NA
"25","Garrwa-3_three-1",NA,"Garrwa","3_three","kujarra yalkunyi, kujarra  yiŋamali, gudyara yalgunyi","kujarra  yiŋamali",NA,NA,"Bowern2012",NA,NA,NA,NA
"26","Garrwa-3_three-1",NA,"Garrwa","3_three","kujarra yalkunyi, kujarra  yiŋamali, gudyara yalgunyi","gudyara yalgunyi",NA,NA,"Bowern2012",NA,NA,NA,NA
"27","Garrwa-4_four-1",NA,"Garrwa","4_four","kujarra kujarra, kujarra baki kujarra","kujarra kujarra",NA,NA,"Bowern2012",NA,NA,NA,NA
"28","Garrwa-4_four-1",NA,"Garrwa","4_four","kujarra kujarra, kujarra baki kujarra","kujarra baki kujarra",NA,NA,"Bowern2012",NA,NA,NA,NA
"29","Garrwa-5_five-1",NA,"Garrwa","5_five","kujarra baki kujarra yiŋamali","kujarra baki kujarra yiŋamali",NA,NA,"Bowern2012",NA,NA,NA,NA
"30","Garrwa-6_six-1",NA,"Garrwa","6_six","kujarra baki kujarra baki kujarra","kujarra baki kujarra baki kujarra",NA,NA,"Bowern2012",NA,NA,NA,NA
"31","Garrwa-10_ten-1",NA,"Garrwa","10_ten","marni kujarra","marni kujarra",NA,NA,"Bowern2012",NA,NA,NA,NA
"32","Garrwa-20_twenty-1",NA,"Garrwa","20_twenty","marni kujarra baki nukami kujarra","marni kujarra baki nukami kujarra",NA,NA,"Bowern2012",NA,NA,NA,NA
"33","Wanyi-1_one-1",NA,"Wanyi","1_one","yingkanyi","yingkanyi",NA,NA,"Bowern2012",NA,NA,NA,NA
"34","Wanyi-2_two-1",NA,"Wanyi","2_two","kujarra","kujarra",NA,NA,"Bowern2012",NA,NA,NA,NA
"35","Wanyi-3_three-1",NA,"Wanyi","3_three","kujarra-yingkanyi","kujarra-yingkanyi",NA,NA,"Bowern2012",NA,NA,NA,NA
"36","Wanyi-4_four-1",NA,"Wanyi","4_four","kujarra-kujarra","kujarra-kujarra",NA,NA,"Bowern2012",NA,NA,NA,NA
"37","Kajir-1_one-1",NA,"Kajir","1_one","djerrawiyang, jerrawiyang, jirrayang, jirrayany","djerrawiyang",NA,NA,"Bowern2012",NA,NA,NA,NA
"38","Kajir-1_one-1",NA,"Kajir","1_one","djerrawiyang, jerrawiyang, jirrayang, jirrayany","jerrawiyang",NA,NA,"Bowern2012",NA,NA,NA,NA
"39","Kajir-1_one-1",NA,"Kajir","1_one","djerrawiyang, jerrawiyang, jirrayang, jirrayany","jirrayang",NA,NA,"Bowern2012",NA,NA,NA,NA
"40","Kajir-1_one-1",NA,"Kajir","1_one","djerrawiyang, jerrawiyang, jirrayang, jirrayany","jirrayany",NA,NA,"Bowern2012",NA,NA,NA,NA
"41","Kajir-2_two-1",NA,"Kajir","2_two","ganggoob, garnmelb, garnmeleng","ganggoob",NA,NA,"Bowern2012",NA,NA,NA,NA
"42","Kajir-2_two-1",NA,"Kajir","2_two","ganggoob, garnmelb, garnmeleng","garnmelb",NA,NA,"Bowern2012",NA,NA,NA,NA
"43","Kajir-2_two-1",NA,"Kajir","2_two","ganggoob, garnmelb, garnmeleng","garnmeleng",NA,NA,"Bowern2012",NA,NA,NA,NA
"44","Kajir-3_three-1",NA,"Kajir","3_three","merrgern","merrgern",NA,NA,"Bowern2012",NA,NA,NA,NA
"45","Kija-1_one-1",NA,"Kija","1_one","ganmel, jirrawu-, jirrawuke-","ganmel",NA,NA,"Bowern2012",NA,NA,NA,NA
"46","Kija-1_one-1",NA,"Kija","1_one","ganmel, jirrawu-, jirrawuke-","jirrawu-",NA,NA,"Bowern2012",NA,NA,NA,NA
"47","Kija-1_one-1",NA,"Kija","1_one","ganmel, jirrawu-, jirrawuke-","jirrawuke-",NA,NA,"Bowern2012",NA,NA,NA,NA
"48","Kija-2_two-1",NA,"Kija","2_two","pangariny","pangariny",NA,NA,"Bowern2012",NA,NA,NA,NA
"49","Kija-3_three-1",NA,"Kija","3_three","merrkernpem","merrkernpem",NA,NA,"Bowern2012",NA,NA,NA,NA
"50","Miriw-1_one-1",NA,"Miriw","1_one","jerrawiyang, djerrawiyang, djirau","jerrawiyang",NA,NA,"Bowern2012",NA,NA,NA,NA
"51","Miriw-1_one-1",NA,"Miriw","1_one","jerrawiyang, djerrawiyang, djirau","djerrawiyang",NA,NA,"Bowern2012",NA,NA,NA,NA
"52","Miriw-1_one-1",NA,"Miriw","1_one","jerrawiyang, djerrawiyang, djirau","djirau",NA,NA,"Bowern2012",NA,NA,NA,NA
"53","Miriw-2_two-1",NA,"Miriw","2_two","ganggub, ganggubdha, ganggubeleng","ganggub",NA,NA,"Bowern2012",NA,NA,NA,NA
"54","Miriw-2_two-1",NA,"Miriw","2_two","ganggub, ganggubdha, ganggubeleng","ganggubdha",NA,NA,"Bowern2012",NA,NA,NA,NA
"55","Miriw-2_two-1",NA,"Miriw","2_two","ganggub, ganggubdha, ganggubeleng","ganggubeleng",NA,NA,"Bowern2012",NA,NA,NA,NA
"56","Miriw-3_three-1",NA,"Miriw","3_three","merrgen","merrgen",NA,NA,"Bowern2012",NA,NA,NA,NA
"57","Wamba-1_one-1",NA,"Wamba","1_one","garndawuga, jandaji","garndawuga",NA,NA,"Bowern2012",NA,NA,NA,NA
"58","Wamba-1_one-1",NA,"Wamba","1_one","garndawuga, jandaji","jandaji",NA,NA,"Bowern2012",NA,NA,NA,NA
"59","Wamba-2_two-1",NA,"Wamba","2_two","gujarra, gujarra-","gujarra",NA,NA,"Bowern2012",NA,NA,NA,NA
"60","Wamba-2_two-1",NA,"Wamba","2_two","gujarra, gujarra-","gujarra-",NA,NA,"Bowern2012",NA,NA,NA,NA
"61","Wamba-3_three-1",NA,"Wamba","3_three","murrgun-","murrgun-",NA,NA,"Bowern2012",NA,NA,NA,NA
"62","Jamin-1_one-1",NA,"Jamin","1_one","-nguluk","-nguluk",NA,NA,"Bowern2012",NA,NA,NA,NA
"63","Ngali-1_one-1",NA,"Ngali","1_one","-nguluk","-nguluk",NA,NA,"Bowern2012",NA,NA,NA,NA
"64","Nung-1_one-1",NA,"Nung","1_one","-nguluk","-nguluk",NA,NA,"Bowern2012",NA,NA,NA,NA
"65","Jing-1_one-1",NA,"Jing","1_one","-aŋgubanhi, -ngku-parni","-aŋgubanhi",NA,NA,"Bowern2012",NA,NA,NA,NA
"66","Jing-1_one-1",NA,"Jing","1_one","-aŋgubanhi, -ngku-parni","-ngku-parni",NA,NA,"Bowern2012",NA,NA,NA,NA
"67","Jing-2_two-1",NA,"Jing","2_two","gugjara","gugjara",NA,NA,"Bowern2012",NA,NA,NA,NA
"68","Jing-3_three-1",NA,"Jing","3_three","murrgulu, murrgunbala","murrgulu",NA,NA,"Bowern2012",NA,NA,NA,NA
"69","Jing-3_three-1",NA,"Jing","3_three","murrgulu, murrgunbala","murrgunbala",NA,NA,"Bowern2012",NA,NA,NA,NA
"70","Jing-5_five-1",NA,"Jing","5_five","marndamarnda","marndamarnda",NA,NA,"Bowern2012",NA,NA,NA,NA
"71","Ngum-1_one-1",NA,"Ngum","1_one","warinjarri","warinjarri",NA,NA,"Bowern2012",NA,NA,NA,NA
"72","Ngum-2_two-1",NA,"Ngum","2_two","kujarra","kujarra",NA,NA,"Bowern2012",NA,NA,NA,NA
"73","Ngum-3_three-1",NA,"Ngum","3_three","kurdidi","kurdidi",NA,NA,"Bowern2012",NA,NA,NA,NA
"74","Nyig-1_one-1",NA,"Nyig","1_one","wandjari","wandjari",NA,NA,"Bowern2012",NA,NA,NA,NA
"75","Nyig-2_two-1",NA,"Nyig","2_two","kujarra, gudjara","kujarra",NA,NA,"Bowern2012",NA,NA,NA,NA
"76","Nyig-2_two-1",NA,"Nyig","2_two","kujarra, gudjara","gudjara",NA,NA,"Bowern2012",NA,NA,NA,NA
"77","Nyig-3_three-1",NA,"Nyig","3_three","kujarra layan; gudjara-wandjari","kujarra layan",NA,NA,"Bowern2012",NA,NA,NA,NA
"78","Nyig-3_three-1",NA,"Nyig","3_three","kujarra layan; gudjara-wandjari","gudjara-wandjari",NA,NA,"Bowern2012",NA,NA,NA,NA
"79","Warrw-1_one-1",NA,"Warrw","1_one","warany, wanyjarri","warany",NA,NA,"Bowern2012",NA,NA,NA,NA
"80","Warrw-1_one-1",NA,"Warrw","1_one","warany, wanyjarri","wanyjarri",NA,NA,"Bowern2012",NA,NA,NA,NA
"81","Warrw-2_two-1",NA,"Warrw","2_two","kujarra","kujarra",NA,NA,"Bowern2012",NA,NA,NA,NA
"82","Warrw-3_three-1",NA,"Warrw","3_three","kujarra layina; layana","kujarra layina",NA,NA,"Bowern2012",NA,NA,NA,NA
"83","Warrw-3_three-1",NA,"Warrw","3_three","kujarra layina; layana","layana",NA,NA,"Bowern2012",NA,NA,NA,NA
"84","Yawu-1_one-1",NA,"Yawu","1_one","waran, warandjari","waran",NA,NA,"Bowern2012",NA,NA,NA,NA
"85","Yawu-1_one-1",NA,"Yawu","1_one","waran, warandjari","warandjari",NA,NA,"Bowern2012",NA,NA,NA,NA
"86","Yawu-2_two-1",NA,"Yawu","2_two","gudjara","gudjara",NA,NA,"Bowern2012",NA,NA,NA,NA
"87","Yawu-3_three-1",NA,"Yawu","3_three","gudidi","gudidi",NA,NA,"Bowern2012",NA,NA,NA,NA
"88","Bardi-1_one-1",NA,"Bardi","1_one","arinyji","arinyji",NA,NA,"Bowern2012",NA,NA,NA,NA
"89","Bardi-2_two-1",NA,"Bardi","2_two","gooyarra","gooyarra",NA,NA,"Bowern2012",NA,NA,NA,NA
"90","Bardi-3_three-1",NA,"Bardi","3_three","irrjar","irrjar",NA,NA,"Bowern2012",NA,NA,NA,NA
"91","Bardi-4_four-1",NA,"Bardi","4_four","gooyarra-gooyarra","gooyarra-gooyarra",NA,NA,"Bowern2012",NA,NA,NA,NA
"92","JabJab-1_one-1",NA,"JabJab","1_one","wandjer","wandjer",NA,NA,"Bowern2012",NA,NA,NA,NA
"93","JabJab-2_two-1",NA,"JabJab","2_two","gudjar","gudjar",NA,NA,"Bowern2012",NA,NA,NA,NA
"94","JabJab-3_three-1",NA,"JabJab","3_three","irdjowar","irdjowar",NA,NA,"Bowern2012",NA,NA,NA,NA
"95","Jawi-1_one-1",NA,"Jawi","1_one","arinyji","arinyji",NA,NA,"Bowern2012",NA,NA,NA,NA
"96","Jawi-2_two-1",NA,"Jawi","2_two","kuyarra","kuyarra",NA,NA,"Bowern2012",NA,NA,NA,NA
"97","Jawi-3_three-1",NA,"Jawi","3_three","irgudara, irrjarr","irgudara",NA,NA,"Bowern2012",NA,NA,NA,NA
"98","Jawi-3_three-1",NA,"Jawi","3_three","irgudara, irrjarr","irrjarr",NA,NA,"Bowern2012",NA,NA,NA,NA
"99","Nima-1_one-1",NA,"Nima","1_one","warid","warid",NA,NA,"Bowern2012",NA,NA,NA,NA
"100","Nima-2_two-1",NA,"Nima","2_two","kujarr","kujarr",NA,NA,"Bowern2012",NA,NA,NA,NA
"101","Nima-3_three-1",NA,"Nima","3_three","irdjowar","irdjowar",NA,NA,"Bowern2012",NA,NA,NA,NA
"102","Nyul-1_one-1",NA,"Nyul","1_one","warindjer","warindjer",NA,NA,"Bowern2012",NA,NA,NA,NA
"103","Nyul-2_two-1",NA,"Nyul","2_two","gudjar","gudjar",NA,NA,"Bowern2012",NA,NA,NA,NA
"104","Nyul-3_three-1",NA,"Nyul","3_three","irdjowar","irdjowar",NA,NA,"Bowern2012",NA,NA,NA,NA
"105","Warum-1_one-1",NA,"Warum","1_one","yarnti","yarnti",NA,NA,"Bowern2012",NA,NA,NA,NA
"106","Warum-2_two-1",NA,"Warum","2_two","kuty:arra, kutytyarra, gudjara","kuty:arra",NA,NA,"Bowern2012",NA,NA,NA,NA
"107","Warum-2_two-1",NA,"Warum","2_two","kuty:arra, kutytyarra, gudjara","kutytyarra",NA,NA,"Bowern2012",NA,NA,NA,NA
"108","Warum-2_two-1",NA,"Warum","2_two","kuty:arra, kutytyarra, gudjara","gudjara",NA,NA,"Bowern2012",NA,NA,NA,NA
"109","Warum-3_three-1",NA,"Warum","3_three","kuty:arra yarnti; yurrkati, yurrkarti, wurrkartu","kuty:arra yarnti",NA,NA,"Bowern2012",NA,NA,NA,NA
"110","Warum-3_three-1",NA,"Warum","3_three","kuty:arra yarnti; yurrkati, yurrkarti, wurrkartu","yurrkati",NA,NA,"Bowern2012",NA,NA,NA,NA
"111","Warum-3_three-1",NA,"Warum","3_three","kuty:arra yarnti; yurrkati, yurrkarti, wurrkartu","yurrkarti",NA,NA,"Bowern2012",NA,NA,NA,NA
"112","Warum-3_three-1",NA,"Warum","3_three","kuty:arra yarnti; yurrkati, yurrkarti, wurrkartu","wurrkartu",NA,NA,"Bowern2012",NA,NA,NA,NA
"113","Karad-1_one-1",NA,"Karad","1_one","waraca, warraca, warany","waraca",NA,NA,"Bowern2012",NA,NA,NA,NA
"114","Karad-1_one-1",NA,"Karad","1_one","waraca, warraca, warany","warraca",NA,NA,"Bowern2012",NA,NA,NA,NA
"115","Karad-1_one-1",NA,"Karad","1_one","waraca, warraca, warany","warany",NA,NA,"Bowern2012",NA,NA,NA,NA
"116","Karad-2_two-1",NA,"Karad","2_two","kucarra","kucarra",NA,NA,"Bowern2012",NA,NA,NA,NA
"117","Karad-3_three-1",NA,"Karad","3_three","kucarra warany, kucarra pa waraca","kucarra warany",NA,NA,"Bowern2012",NA,NA,NA,NA
"118","Karad-3_three-1",NA,"Karad","3_three","kucarra warany, kucarra pa waraca","kucarra pa waraca",NA,NA,"Bowern2012",NA,NA,NA,NA
"119","Karad-4_four-1",NA,"Karad","4_four","kucarra pa kucarra","kucarra pa kucarra",NA,NA,"Bowern2012",NA,NA,NA,NA
"120","Karad-5_five-1",NA,"Karad","5_five","kucarra kutiti; papirr waraca karti","kucarra kutiti",NA,NA,"Bowern2012",NA,NA,NA,NA
"121","Karad-5_five-1",NA,"Karad","5_five","kucarra kutiti; papirr waraca karti","papirr waraca karti",NA,NA,"Bowern2012",NA,NA,NA,NA
"122","Karad-10_ten-1",NA,"Karad","10_ten","papirr kucarra karti","papirr kucarra karti",NA,NA,"Bowern2012",NA,NA,NA,NA
"123","Mang-1_one-1",NA,"Mang","1_one","wanycu, wancu","wanycu",NA,NA,"Bowern2012",NA,NA,NA,NA
"124","Mang-1_one-1",NA,"Mang","1_one","wanycu, wancu","wancu",NA,NA,"Bowern2012",NA,NA,NA,NA
"125","Mang-2_two-1",NA,"Mang","2_two","kucarra, kuyarra","kucarra",NA,NA,"Bowern2012",NA,NA,NA,NA
"126","Mang-2_two-1",NA,"Mang","2_two","kucarra, kuyarra","kuyarra",NA,NA,"Bowern2012",NA,NA,NA,NA
"127","Mang-3_three-1",NA,"Mang","3_three","murrkun, murrkurn","murrkun",NA,NA,"Bowern2012",NA,NA,NA,NA
"128","Mang-3_three-1",NA,"Mang","3_three","murrkun, murrkurn","murrkurn",NA,NA,"Bowern2012",NA,NA,NA,NA
"129","Mang-5_five-1",NA,"Mang","5_five","wanycukarti kurrapa","wanycukarti kurrapa",NA,NA,"Bowern2012",NA,NA,NA,NA
"130","Mang-10_ten-1",NA,"Mang","10_ten","kucarrakarti kurrapa","kucarrakarti kurrapa",NA,NA,"Bowern2012",NA,NA,NA,NA
"131","NortMang-1_one-1",NA,"NortMang","1_one","nguyarra","nguyarra",NA,NA,"Bowern2012",NA,NA,NA,NA
"132","NortMang-2_two-1",NA,"NortMang","2_two","murrkurn","murrkurn",NA,NA,"Bowern2012",NA,NA,NA,NA
"133","NortMang-3_three-1",NA,"NortMang","3_three","nguyarranguyarra","nguyarranguyarra",NA,NA,"Bowern2012",NA,NA,NA,NA
"134","NortMang-4_four-1",NA,"NortMang","4_four","nguyarra2wanycu","nguyarra2wanycu",NA,NA,"Bowern2012",NA,NA,NA,NA
"135","Nyan-1_one-1",NA,"Nyan","1_one","waraca, waraja","waraca",NA,NA,"Bowern2012",NA,NA,NA,NA
"136","Nyan-1_one-1",NA,"Nyan","1_one","waraca, waraja","waraja",NA,NA,"Bowern2012",NA,NA,NA,NA
"137","Nyan-2_two-1",NA,"Nyan","2_two","kucarra, kujarra","kucarra",NA,NA,"Bowern2012",NA,NA,NA,NA
"138","Nyan-2_two-1",NA,"Nyan","2_two","kucarra, kujarra","kujarra",NA,NA,"Bowern2012",NA,NA,NA,NA
"139","Nyan-3_three-1",NA,"Nyan","3_three","kujarrapa waraja","kujarrapa waraja",NA,NA,"Bowern2012",NA,NA,NA,NA
"140","Nyan-6_six-1",NA,"Nyan","6_six","cikici","cikici",NA,NA,"Bowern2012",NA,NA,NA,NA
"141","Bula-1_one-1",NA,"Bula","1_one","yakulu","yakulu",NA,NA,"Bowern2012",NA,NA,NA,NA
"142","Bula-2_two-1",NA,"Bula","2_two","gutyiya, guciya","gutyiya",NA,NA,"Bowern2012",NA,NA,NA,NA
"143","Bula-2_two-1",NA,"Bula","2_two","gutyiya, guciya","guciya",NA,NA,"Bowern2012",NA,NA,NA,NA
"144","Bula-3_three-1",NA,"Bula","3_three","gudyiŋakulu","gudyiŋakulu",NA,NA,"Bowern2012",NA,NA,NA,NA
"145","Waga-1_one-1",NA,"Waga","1_one","yukunŋu","yukunŋu",NA,NA,"Bowern2012",NA,NA,NA,NA
"146","Waga-2_two-1",NA,"Waga","2_two","kiji(:)wi, kici:wiy","kiji(:)wi",NA,NA,"Bowern2012",NA,NA,NA,NA
"147","Waga-2_two-1",NA,"Waga","2_two","kiji(:)wi, kici:wiy","kici:wiy",NA,NA,"Bowern2012",NA,NA,NA,NA
"148","Waga-3_three-1",NA,"Waga","3_three","yawul, kic'wal","yawul",NA,NA,"Bowern2012",NA,NA,NA,NA
"149","Waga-3_three-1",NA,"Waga","3_three","yawul, kic'wal","kic'wal",NA,NA,"Bowern2012",NA,NA,NA,NA
"150","Waga-4_four-1",NA,"Waga","4_four","kic'iwi kic'iwi, minyciŋawul","kic'iwi kic'iwi",NA,NA,"Bowern2012",NA,NA,NA,NA
"151","Waga-4_four-1",NA,"Waga","4_four","kic'iwi kic'iwi, minyciŋawul","minyciŋawul",NA,NA,"Bowern2012",NA,NA,NA,NA
"152","Warl-1_one-1",NA,"Warl","1_one","yarɣulu, yarrwulu","yarɣulu",NA,NA,"Bowern2012",NA,NA,NA,NA
"153","Warl-1_one-1",NA,"Warl","1_one","yarɣulu, yarrwulu","yarrwulu",NA,NA,"Bowern2012",NA,NA,NA,NA
"154","Warl-2_two-1",NA,"Warl","2_two","kutya, guca","kutya",NA,NA,"Bowern2012",NA,NA,NA,NA
"155","Warl-2_two-1",NA,"Warl","2_two","kutya, guca","guca",NA,NA,"Bowern2012",NA,NA,NA,NA
"156","Warl-3_three-1",NA,"Warl","3_three","kutyayarrɣulu","kutyayarrɣulu",NA,NA,"Bowern2012",NA,NA,NA,NA
"157","Yany-1_one-1",NA,"Yany","1_one","arrkula, yalku (avoidance)","arrkula",NA,NA,"Bowern2012",NA,NA,NA,NA
"158","Yany-1_one-1",NA,"Yany","1_one","arrkula, yalku (avoidance)","yalku (avoidance)",NA,NA,"Bowern2012",NA,NA,NA,NA
"159","Yany-2_two-1",NA,"Yany","2_two","kanymarda, anyirarra (avoidance)","kanymarda",NA,NA,"Bowern2012",NA,NA,NA,NA
"160","Yany-2_two-1",NA,"Yany","2_two","kanymarda, anyirarra (avoidance)","anyirarra (avoidance)",NA,NA,"Bowern2012",NA,NA,NA,NA
"161","Yany-3_three-1",NA,"Yany","3_three","kanymardaarr","kanymardaarr",NA,NA,"Bowern2012",NA,NA,NA,NA
"162","Yany-4_four-1",NA,"Yany","4_four","kanymardakanymarda","kanymardakanymarda",NA,NA,"Bowern2012",NA,NA,NA,NA
"163","Bili-1_one-1",NA,"Bili","1_one","jindagu","jindagu",NA,NA,"Bowern2012",NA,NA,NA,NA
"164","Bili-2_two-1",NA,"Bili","2_two","gujarra","gujarra",NA,NA,"Bowern2012",NA,NA,NA,NA
"165","Bili-3_three-1",NA,"Bili","3_three","murrgun","murrgun",NA,NA,"Bowern2012",NA,NA,NA,NA
"166","Guri-1_one-1",NA,"Guri","1_one","cintaku, tyintaku, jintaku","cintaku",NA,NA,"Bowern2012",NA,NA,NA,NA
"167","Guri-1_one-1",NA,"Guri","1_one","cintaku, tyintaku, jintaku","tyintaku",NA,NA,"Bowern2012",NA,NA,NA,NA
"168","Guri-1_one-1",NA,"Guri","1_one","cintaku, tyintaku, jintaku","jintaku",NA,NA,"Bowern2012",NA,NA,NA,NA
"169","Guri-2_two-1",NA,"Guri","2_two","kucarra, kutyarra, kujarra; tumpalak","kucarra",NA,NA,"Bowern2012",NA,NA,NA,NA
"170","Guri-2_two-1",NA,"Guri","2_two","kucarra, kutyarra, kujarra; tumpalak","kutyarra",NA,NA,"Bowern2012",NA,NA,NA,NA
"171","Guri-2_two-1",NA,"Guri","2_two","kucarra, kutyarra, kujarra; tumpalak","kujarra",NA,NA,"Bowern2012",NA,NA,NA,NA
"172","Guri-2_two-1",NA,"Guri","2_two","kucarra, kutyarra, kujarra; tumpalak","tumpalak",NA,NA,"Bowern2012",NA,NA,NA,NA
"173","Guri-3_three-1",NA,"Guri","3_three","murrkun","murrkun",NA,NA,"Bowern2012",NA,NA,NA,NA
"174","Guri-5_five-1",NA,"Guri","5_five","kutyarrakutyarra yaŋi","kutyarrakutyarra yaŋi",NA,NA,"Bowern2012",NA,NA,NA,NA
"175","GuriMall-1_one-1",NA,"GuriMall","1_one","meta","meta",NA,NA,"Bowern2012",NA,NA,NA,NA
"176","GuriMall-2_two-1",NA,"GuriMall","2_two","raangool","raangool",NA,NA,"Bowern2012",NA,NA,NA,NA
"177","GuriMall-3_three-1",NA,"GuriMall","3_three","raangool met","raangool met",NA,NA,"Bowern2012",NA,NA,NA,NA
"178","GuriMall-4_four-1",NA,"GuriMall","4_four","raangool raangool","raangool raangool",NA,NA,"Bowern2012",NA,NA,NA,NA
"179","Jaru-1_one-1",NA,"Jaru","1_one","yaŋi, gaŋi, yani","yaŋi",NA,NA,"Bowern2012",NA,NA,NA,NA
"180","Jaru-1_one-1",NA,"Jaru","1_one","yaŋi, gaŋi, yani","gaŋi",NA,NA,"Bowern2012",NA,NA,NA,NA
"181","Jaru-1_one-1",NA,"Jaru","1_one","yaŋi, gaŋi, yani","yani",NA,NA,"Bowern2012",NA,NA,NA,NA
"182","Jaru-2_two-1",NA,"Jaru","2_two","kutyarra, gudyara","kutyarra",NA,NA,"Bowern2012",NA,NA,NA,NA
"183","Jaru-2_two-1",NA,"Jaru","2_two","kutyarra, gudyara","gudyara",NA,NA,"Bowern2012",NA,NA,NA,NA
"184","Jaru-3_three-1",NA,"Jaru","3_three","murrkun, murgun, mogon","murrkun",NA,NA,"Bowern2012",NA,NA,NA,NA
"185","Jaru-3_three-1",NA,"Jaru","3_three","murrkun, murgun, mogon","murgun",NA,NA,"Bowern2012",NA,NA,NA,NA
"186","Jaru-3_three-1",NA,"Jaru","3_three","murrkun, murgun, mogon","mogon",NA,NA,"Bowern2012",NA,NA,NA,NA
"187","Jaru-4_four-1",NA,"Jaru","4_four","muntapala","muntapala",NA,NA,"Bowern2012",NA,NA,NA,NA
"188","Jiwal-1_one-1",NA,"Jiwal","1_one","kayan","kayan",NA,NA,"Bowern2012",NA,NA,NA,NA
