"","ID","Local_ID","Language_ID","Parameter_ID","Value","Form","Segments","Comment","Source","Cognacy","Loan","Graphemes","Profile"
"1","Ngam-1_one-1",NA,"Ngam","1_one","ŋun[h]ara, ŋunara, windiŋunara","ŋun[h]ara",NA,NA,"Bowern2012",NA,NA,NA,NA
"2","Ngam-1_one-1",NA,"Ngam","1_one","ŋun[h]ara, ŋunara, windiŋunara","ŋunara",NA,NA,"Bowern2012",NA,NA,NA,NA
"3","Ngam-1_one-1",NA,"Ngam","1_one","ŋun[h]ara, ŋunara, windiŋunara","windiŋunara",NA,NA,"Bowern2012",NA,NA,NA,NA
"4","Ngam-2_two-1",NA,"Ngam","2_two","par[a]kuna, parkuna","par[a]kuna",NA,NA,"Bowern2012",NA,NA,NA,NA
"5","Ngam-2_two-1",NA,"Ngam","2_two","par[a]kuna, parkuna","parkuna",NA,NA,"Bowern2012",NA,NA,NA,NA
"6","Ngam-3_three-1",NA,"Ngam","3_three","par[a]kunaŋuna, parakuna ŋunara, paRkuna ŋanha?, parkunaŋunu","par[a]kunaŋuna",NA,NA,"Bowern2012",NA,NA,NA,NA
"7","Ngam-3_three-1",NA,"Ngam","3_three","par[a]kunaŋuna, parakuna ŋunara, paRkuna ŋanha?, parkunaŋunu","parakuna ŋunara",NA,NA,"Bowern2012",NA,NA,NA,NA
"8","Ngam-3_three-1",NA,"Ngam","3_three","par[a]kunaŋuna, parakuna ŋunara, paRkuna ŋanha?, parkunaŋunu","paRkuna ŋanha?",NA,NA,"Bowern2012",NA,NA,NA,NA
"9","Ngam-3_three-1",NA,"Ngam","3_three","par[a]kunaŋuna, parakuna ŋunara, paRkuna ŋanha?, parkunaŋunu","parkunaŋunu",NA,NA,"Bowern2012",NA,NA,NA,NA
"10","Ngam-10_ten-1",NA,"Ngam","10_ten","marapratyanta","marapratyanta",NA,NA,"Bowern2012",NA,NA,NA,NA
