"","ID","Local_ID","Language_ID","Parameter_ID","Value","Form","Segments","Comment","Source","Cognacy","Loan","Graphemes","Profile"
"1","Yuwlar-1_one-1",NA,"Yuwlar","1_one","malan, milan; pi:rr, piyarr; .tHu:l","malan",NA,NA,"Bowern2012",NA,NA,NA,NA
"2","Yuwlar-1_one-1",NA,"Yuwlar","1_one","malan, milan; pi:rr, piyarr; .tHu:l","milan",NA,NA,"Bowern2012",NA,NA,NA,NA
"3","Yuwlar-1_one-1",NA,"Yuwlar","1_one","malan, milan; pi:rr, piyarr; .tHu:l","pi:rr",NA,NA,"Bowern2012",NA,NA,NA,NA
"4","Yuwlar-1_one-1",NA,"Yuwlar","1_one","malan, milan; pi:rr, piyarr; .tHu:l","piyarr",NA,NA,"Bowern2012",NA,NA,NA,NA
"5","Yuwlar-1_one-1",NA,"Yuwlar","1_one","malan, milan; pi:rr, piyarr; .tHu:l",".tHu:l",NA,NA,"Bowern2012",NA,NA,NA,NA
"6","Yuwlar-2_two-1",NA,"Yuwlar","2_two","balara, bula:rr, bular, pula:rr","balara",NA,NA,"Bowern2012",NA,NA,NA,NA
"7","Yuwlar-2_two-1",NA,"Yuwlar","2_two","balara, bula:rr, bular, pula:rr","bula:rr",NA,NA,"Bowern2012",NA,NA,NA,NA
"8","Yuwlar-2_two-1",NA,"Yuwlar","2_two","balara, bula:rr, bular, pula:rr","bular",NA,NA,"Bowern2012",NA,NA,NA,NA
"9","Yuwlar-2_two-1",NA,"Yuwlar","2_two","balara, bula:rr, bular, pula:rr","pula:rr",NA,NA,"Bowern2012",NA,NA,NA,NA
"10","Yuwlar-3_three-1",NA,"Yuwlar","3_three","guliba, guliba:, kulipa:; pawa","guliba",NA,NA,"Bowern2012",NA,NA,NA,NA
"11","Yuwlar-3_three-1",NA,"Yuwlar","3_three","guliba, guliba:, kulipa:; pawa","guliba:",NA,NA,"Bowern2012",NA,NA,NA,NA
"12","Yuwlar-3_three-1",NA,"Yuwlar","3_three","guliba, guliba:, kulipa:; pawa","kulipa:",NA,NA,"Bowern2012",NA,NA,NA,NA
"13","Yuwlar-3_three-1",NA,"Yuwlar","3_three","guliba, guliba:, kulipa:; pawa","pawa",NA,NA,"Bowern2012",NA,NA,NA,NA
