"","ID","Local_ID","Language_ID","Parameter_ID","Value","Form","Segments","Comment","Source","Cognacy","Loan","Graphemes","Profile"
"1","Gooni-1_one-1",NA,"Gooni","1_one","yoowarni","yoowarni",NA,NA,"Bowern2012",NA,NA,NA,NA
"2","Gooni-2_two-1",NA,"Gooni","2_two","garndiwirri, garndiwiddi","garndiwirri",NA,NA,"Bowern2012",NA,NA,NA,NA
"3","Gooni-2_two-1",NA,"Gooni","2_two","garndiwirri, garndiwiddi","garndiwiddi",NA,NA,"Bowern2012",NA,NA,NA,NA
"4","Gooni-3_three-1",NA,"Gooni","3_three","ngarloodoo, nga-rloo-doo","ngarloodoo",NA,NA,"Bowern2012",NA,NA,NA,NA
"5","Gooni-3_three-1",NA,"Gooni","3_three","ngarloodoo, nga-rloo-doo","nga-rloo-doo",NA,NA,"Bowern2012",NA,NA,NA,NA
"6","Gooni-4_four-1",NA,"Gooni","4_four","garndiwirri garndiwirri","garndiwirri garndiwirri",NA,NA,"Bowern2012",NA,NA,NA,NA
"7","Gooni-5_five-1",NA,"Gooni","5_five","garndiwirri garndiwirri yoowarni; less often ngarloodoo garndiwirri; marla, ngirndaji marla","garndiwirri garndiwirri yoowarni",NA,NA,"Bowern2012",NA,NA,NA,NA
"8","Gooni-5_five-1",NA,"Gooni","5_five","garndiwirri garndiwirri yoowarni; less often ngarloodoo garndiwirri; marla, ngirndaji marla","less often ngarloodoo garndiwirri",NA,NA,"Bowern2012",NA,NA,NA,NA
"9","Gooni-5_five-1",NA,"Gooni","5_five","garndiwirri garndiwirri yoowarni; less often ngarloodoo garndiwirri; marla, ngirndaji marla","marla",NA,NA,"Bowern2012",NA,NA,NA,NA
"10","Gooni-5_five-1",NA,"Gooni","5_five","garndiwirri garndiwirri yoowarni; less often ngarloodoo garndiwirri; marla, ngirndaji marla","ngirndaji marla",NA,NA,"Bowern2012",NA,NA,NA,NA
"11","Gooni-10_ten-1",NA,"Gooni","10_ten","garndiwirri marla","garndiwirri marla",NA,NA,"Bowern2012",NA,NA,NA,NA
