"","ID","Local_ID","Language_ID","Parameter_ID","Value","Form","Segments","Comment","Source","Cognacy","Loan","Graphemes","Profile"
"1","Muruw-1_one-1",NA,"Muruw","1_one","yaman","yaman",NA,NA,"Bowern2012",NA,NA,NA,NA
"2","Muruw-2_two-1",NA,"Muruw","2_two","kapu; purral","kapu",NA,NA,"Bowern2012",NA,NA,NA,NA
"3","Muruw-2_two-1",NA,"Muruw","2_two","kapu; purral","purral",NA,NA,"Bowern2012",NA,NA,NA,NA
"4","Muruw-3_three-1",NA,"Muruw","3_three","kapu-yaman; purrakulayaman, burugulo yaman","kapu-yaman",NA,NA,"Bowern2012",NA,NA,NA,NA
"5","Muruw-3_three-1",NA,"Muruw","3_three","kapu-yaman; purrakulayaman, burugulo yaman","purrakulayaman",NA,NA,"Bowern2012",NA,NA,NA,NA
"6","Muruw-3_three-1",NA,"Muruw","3_three","kapu-yaman; purrakulayaman, burugulo yaman","burugulo yaman",NA,NA,"Bowern2012",NA,NA,NA,NA
"7","Muruw-4_four-1",NA,"Muruw","4_four","kapulanta","kapulanta",NA,NA,"Bowern2012",NA,NA,NA,NA
"8","Muruw-5_five-1",NA,"Muruw","5_five","marangka","marangka",NA,NA,"Bowern2012",NA,NA,NA,NA
"9","Muruw-6_six-1",NA,"Muruw","6_six","marangkawa, marangkuwa","marangkawa",NA,NA,"Bowern2012",NA,NA,NA,NA
"10","Muruw-6_six-1",NA,"Muruw","6_six","marangkawa, marangkuwa","marangkuwa",NA,NA,"Bowern2012",NA,NA,NA,NA
"11","Muruw-7_seven-1",NA,"Muruw","7_seven","marangka kapu","marangka kapu",NA,NA,"Bowern2012",NA,NA,NA,NA
"12","Muruw-8_eight-1",NA,"Muruw","8_eight","kapulanta kapulanta","kapulanta kapulanta",NA,NA,"Bowern2012",NA,NA,NA,NA
"13","Muruw-9_nine-1",NA,"Muruw","9_nine","marangka kapulanta","marangka kapulanta",NA,NA,"Bowern2012",NA,NA,NA,NA
"14","Muruw-10_ten-1",NA,"Muruw","10_ten","marangka marangka","marangka marangka",NA,NA,"Bowern2012",NA,NA,NA,NA
