"","ID","Local_ID","Language_ID","Parameter_ID","Value","Form","Segments","Comment","Source","Cognacy","Loan","Graphemes","Profile"
"1","Ngaa-1_one-1",NA,"Ngaa","1_one","kumpinyu; kutyu","kumpinyu",NA,NA,"Bowern2012",NA,NA,NA,NA
"2","Ngaa-1_one-1",NA,"Ngaa","1_one","kumpinyu; kutyu","kutyu",NA,NA,"Bowern2012",NA,NA,NA,NA
"3","Ngaa-2_two-1",NA,"Ngaa","2_two","kalyarrar; kutyarra; nyartuwarra","kalyarrar",NA,NA,"Bowern2012",NA,NA,NA,NA
"4","Ngaa-2_two-1",NA,"Ngaa","2_two","kalyarrar; kutyarra; nyartuwarra","kutyarra",NA,NA,"Bowern2012",NA,NA,NA,NA
"5","Ngaa-2_two-1",NA,"Ngaa","2_two","kalyarrar; kutyarra; nyartuwarra","nyartuwarra",NA,NA,"Bowern2012",NA,NA,NA,NA
"6","Ngaa-3_three-1",NA,"Ngaa","3_three","marnkurr(pa); taŋkalku; tyuku.tyuku, tyukurni; wiltya","marnkurr(pa)",NA,NA,"Bowern2012",NA,NA,NA,NA
"7","Ngaa-3_three-1",NA,"Ngaa","3_three","marnkurr(pa); taŋkalku; tyuku.tyuku, tyukurni; wiltya","taŋkalku",NA,NA,"Bowern2012",NA,NA,NA,NA
"8","Ngaa-3_three-1",NA,"Ngaa","3_three","marnkurr(pa); taŋkalku; tyuku.tyuku, tyukurni; wiltya","tyuku.tyuku",NA,NA,"Bowern2012",NA,NA,NA,NA
"9","Ngaa-3_three-1",NA,"Ngaa","3_three","marnkurr(pa); taŋkalku; tyuku.tyuku, tyukurni; wiltya","tyukurni",NA,NA,"Bowern2012",NA,NA,NA,NA
"10","Ngaa-3_three-1",NA,"Ngaa","3_three","marnkurr(pa); taŋkalku; tyuku.tyuku, tyukurni; wiltya","wiltya",NA,NA,"Bowern2012",NA,NA,NA,NA
"11","Ngaa-4_four-1",NA,"Ngaa","4_four","kutjarra-kutjarra","kutjarra-kutjarra",NA,NA,"Bowern2012",NA,NA,NA,NA
