"","ID","Local_ID","Language_ID","Parameter_ID","Value","Form","Segments","Comment","Source","Cognacy","Loan","Graphemes","Profile"
"1","Walmj-1_one-1",NA,"Walmj","1_one","gaian, gān, kayan, kacan (Bililuna); layi; pilparli","gaian",NA,NA,"Bowern2012",NA,NA,NA,NA
"2","Walmj-1_one-1",NA,"Walmj","1_one","gaian, gān, kayan, kacan (Bililuna); layi; pilparli","gān",NA,NA,"Bowern2012",NA,NA,NA,NA
"3","Walmj-1_one-1",NA,"Walmj","1_one","gaian, gān, kayan, kacan (Bililuna); layi; pilparli","kayan",NA,NA,"Bowern2012",NA,NA,NA,NA
"4","Walmj-1_one-1",NA,"Walmj","1_one","gaian, gān, kayan, kacan (Bililuna); layi; pilparli","kacan (Bililuna)",NA,NA,"Bowern2012",NA,NA,NA,NA
"5","Walmj-1_one-1",NA,"Walmj","1_one","gaian, gān, kayan, kacan (Bililuna); layi; pilparli","layi",NA,NA,"Bowern2012",NA,NA,NA,NA
"6","Walmj-1_one-1",NA,"Walmj","1_one","gaian, gān, kayan, kacan (Bililuna); layi; pilparli","pilparli",NA,NA,"Bowern2012",NA,NA,NA,NA
"7","Walmj-2_two-1",NA,"Walmj","2_two","kurriny, gurin","kurriny",NA,NA,"Bowern2012",NA,NA,NA,NA
"8","Walmj-2_two-1",NA,"Walmj","2_two","kurriny, gurin","gurin",NA,NA,"Bowern2012",NA,NA,NA,NA
"9","Walmj-3_three-1",NA,"Walmj","3_three","kutyuntu; murgun; muŋkartu, muŋgadu","kutyuntu",NA,NA,"Bowern2012",NA,NA,NA,NA
"10","Walmj-3_three-1",NA,"Walmj","3_three","kutyuntu; murgun; muŋkartu, muŋgadu","murgun",NA,NA,"Bowern2012",NA,NA,NA,NA
"11","Walmj-3_three-1",NA,"Walmj","3_three","kutyuntu; murgun; muŋkartu, muŋgadu","muŋkartu",NA,NA,"Bowern2012",NA,NA,NA,NA
"12","Walmj-3_three-1",NA,"Walmj","3_three","kutyuntu; murgun; muŋkartu, muŋgadu","muŋgadu",NA,NA,"Bowern2012",NA,NA,NA,NA
"13","Walmj-4_four-1",NA,"Walmj","4_four","kurriny kurriny","kurriny kurriny",NA,NA,"Bowern2012",NA,NA,NA,NA
