"","ID","Local_ID","Language_ID","Parameter_ID","Value","Form","Segments","Comment","Source","Cognacy","Loan","Graphemes","Profile"
"1","Garrwa-1_one-1",NA,"Garrwa","1_one","yiŋamali; yalkunyi (Western), yulganyi, yulgunyi; yingkanyi (Eastern)","yiŋamali",NA,NA,"Bowern2012",NA,NA,NA,NA
"2","Garrwa-1_one-1",NA,"Garrwa","1_one","yiŋamali; yalkunyi (Western), yulganyi, yulgunyi; yingkanyi (Eastern)","yalkunyi (Western)",NA,NA,"Bowern2012",NA,NA,NA,NA
"3","Garrwa-1_one-1",NA,"Garrwa","1_one","yiŋamali; yalkunyi (Western), yulganyi, yulgunyi; yingkanyi (Eastern)","yulganyi",NA,NA,"Bowern2012",NA,NA,NA,NA
"4","Garrwa-1_one-1",NA,"Garrwa","1_one","yiŋamali; yalkunyi (Western), yulganyi, yulgunyi; yingkanyi (Eastern)","yulgunyi",NA,NA,"Bowern2012",NA,NA,NA,NA
"5","Garrwa-1_one-1",NA,"Garrwa","1_one","yiŋamali; yalkunyi (Western), yulganyi, yulgunyi; yingkanyi (Eastern)","yingkanyi (Eastern)",NA,NA,"Bowern2012",NA,NA,NA,NA
"6","Garrwa-2_two-1",NA,"Garrwa","2_two","kujarra, gudyara","kujarra",NA,NA,"Bowern2012",NA,NA,NA,NA
"7","Garrwa-2_two-1",NA,"Garrwa","2_two","kujarra, gudyara","gudyara",NA,NA,"Bowern2012",NA,NA,NA,NA
"8","Garrwa-3_three-1",NA,"Garrwa","3_three","kujarra yalkunyi, kujarra  yiŋamali, gudyara yalgunyi","kujarra yalkunyi",NA,NA,"Bowern2012",NA,NA,NA,NA
"9","Garrwa-3_three-1",NA,"Garrwa","3_three","kujarra yalkunyi, kujarra  yiŋamali, gudyara yalgunyi","kujarra  yiŋamali",NA,NA,"Bowern2012",NA,NA,NA,NA
"10","Garrwa-3_three-1",NA,"Garrwa","3_three","kujarra yalkunyi, kujarra  yiŋamali, gudyara yalgunyi","gudyara yalgunyi",NA,NA,"Bowern2012",NA,NA,NA,NA
"11","Garrwa-4_four-1",NA,"Garrwa","4_four","kujarra kujarra, kujarra baki kujarra","kujarra kujarra",NA,NA,"Bowern2012",NA,NA,NA,NA
"12","Garrwa-4_four-1",NA,"Garrwa","4_four","kujarra kujarra, kujarra baki kujarra","kujarra baki kujarra",NA,NA,"Bowern2012",NA,NA,NA,NA
"13","Garrwa-5_five-1",NA,"Garrwa","5_five","kujarra baki kujarra yiŋamali","kujarra baki kujarra yiŋamali",NA,NA,"Bowern2012",NA,NA,NA,NA
"14","Garrwa-6_six-1",NA,"Garrwa","6_six","kujarra baki kujarra baki kujarra","kujarra baki kujarra baki kujarra",NA,NA,"Bowern2012",NA,NA,NA,NA
"15","Garrwa-10_ten-1",NA,"Garrwa","10_ten","marni kujarra","marni kujarra",NA,NA,"Bowern2012",NA,NA,NA,NA
"16","Garrwa-20_twenty-1",NA,"Garrwa","20_twenty","marni kujarra baki nukami kujarra","marni kujarra baki nukami kujarra",NA,NA,"Bowern2012",NA,NA,NA,NA
