"","ID","Local_ID","Language_ID","Parameter_ID","Value","Form","Segments","Comment","Source","Cognacy","Loan","Graphemes","Profile"
"1","Miriw-1_one-1",NA,"Miriw","1_one","jerrawiyang, djerrawiyang, djirau","jerrawiyang",NA,NA,"Bowern2012",NA,NA,NA,NA
"2","Miriw-1_one-1",NA,"Miriw","1_one","jerrawiyang, djerrawiyang, djirau","djerrawiyang",NA,NA,"Bowern2012",NA,NA,NA,NA
"3","Miriw-1_one-1",NA,"Miriw","1_one","jerrawiyang, djerrawiyang, djirau","djirau",NA,NA,"Bowern2012",NA,NA,NA,NA
"4","Miriw-2_two-1",NA,"Miriw","2_two","ganggub, ganggubdha, ganggubeleng","ganggub",NA,NA,"Bowern2012",NA,NA,NA,NA
"5","Miriw-2_two-1",NA,"Miriw","2_two","ganggub, ganggubdha, ganggubeleng","ganggubdha",NA,NA,"Bowern2012",NA,NA,NA,NA
"6","Miriw-2_two-1",NA,"Miriw","2_two","ganggub, ganggubdha, ganggubeleng","ganggubeleng",NA,NA,"Bowern2012",NA,NA,NA,NA
"7","Miriw-3_three-1",NA,"Miriw","3_three","merrgen","merrgen",NA,NA,"Bowern2012",NA,NA,NA,NA
