"","ID","Local_ID","Language_ID","Parameter_ID","Value","Form","Segments","Comment","Source","Cognacy","Loan","Graphemes","Profile"
"1","Warlp-1_one-1",NA,"Warlp","1_one","jinta, tyinta","jinta",NA,NA,"Bowern2012",NA,NA,NA,NA
"2","Warlp-1_one-1",NA,"Warlp","1_one","jinta, tyinta","tyinta",NA,NA,"Bowern2012",NA,NA,NA,NA
"3","Warlp-2_two-1",NA,"Warlp","2_two","jirrama, tyirrama","jirrama",NA,NA,"Bowern2012",NA,NA,NA,NA
"4","Warlp-2_two-1",NA,"Warlp","2_two","jirrama, tyirrama","tyirrama",NA,NA,"Bowern2012",NA,NA,NA,NA
"5","Warlp-3_three-1",NA,"Warlp","3_three","jirrama-kari-jinta, tyirrama-tyinta; marnkurrpa; marnirrpa; wirrkardu, wirrkardu-kari; kalyarrpa","jirrama-kari-jinta",NA,NA,"Bowern2012",NA,NA,NA,NA
"6","Warlp-3_three-1",NA,"Warlp","3_three","jirrama-kari-jinta, tyirrama-tyinta; marnkurrpa; marnirrpa; wirrkardu, wirrkardu-kari; kalyarrpa","tyirrama-tyinta",NA,NA,"Bowern2012",NA,NA,NA,NA
"7","Warlp-3_three-1",NA,"Warlp","3_three","jirrama-kari-jinta, tyirrama-tyinta; marnkurrpa; marnirrpa; wirrkardu, wirrkardu-kari; kalyarrpa","marnkurrpa",NA,NA,"Bowern2012",NA,NA,NA,NA
"8","Warlp-3_three-1",NA,"Warlp","3_three","jirrama-kari-jinta, tyirrama-tyinta; marnkurrpa; marnirrpa; wirrkardu, wirrkardu-kari; kalyarrpa","marnirrpa",NA,NA,"Bowern2012",NA,NA,NA,NA
"9","Warlp-3_three-1",NA,"Warlp","3_three","jirrama-kari-jinta, tyirrama-tyinta; marnkurrpa; marnirrpa; wirrkardu, wirrkardu-kari; kalyarrpa","wirrkardu",NA,NA,"Bowern2012",NA,NA,NA,NA
"10","Warlp-3_three-1",NA,"Warlp","3_three","jirrama-kari-jinta, tyirrama-tyinta; marnkurrpa; marnirrpa; wirrkardu, wirrkardu-kari; kalyarrpa","wirrkardu-kari",NA,NA,"Bowern2012",NA,NA,NA,NA
"11","Warlp-3_three-1",NA,"Warlp","3_three","jirrama-kari-jinta, tyirrama-tyinta; marnkurrpa; marnirrpa; wirrkardu, wirrkardu-kari; kalyarrpa","kalyarrpa",NA,NA,"Bowern2012",NA,NA,NA,NA
"12","Warlp-4_four-1",NA,"Warlp","4_four","tyirrama-tyirrama, tyirrama-kari-tyirrama-kari; tyirrama-kari-tyinta; murntu(-pala)","tyirrama-tyirrama",NA,NA,"Bowern2012",NA,NA,NA,NA
"13","Warlp-4_four-1",NA,"Warlp","4_four","tyirrama-tyirrama, tyirrama-kari-tyirrama-kari; tyirrama-kari-tyinta; murntu(-pala)","tyirrama-kari-tyirrama-kari",NA,NA,"Bowern2012",NA,NA,NA,NA
"14","Warlp-4_four-1",NA,"Warlp","4_four","tyirrama-tyirrama, tyirrama-kari-tyirrama-kari; tyirrama-kari-tyinta; murntu(-pala)","tyirrama-kari-tyinta",NA,NA,"Bowern2012",NA,NA,NA,NA
"15","Warlp-4_four-1",NA,"Warlp","4_four","tyirrama-tyirrama, tyirrama-kari-tyirrama-kari; tyirrama-kari-tyinta; murntu(-pala)","murntu(-pala)",NA,NA,"Bowern2012",NA,NA,NA,NA
"16","Warlp-5_five-1",NA,"Warlp","5_five","cirramakarizcinta","cirramakarizcinta",NA,NA,"Bowern2012",NA,NA,NA,NA
"17","Warlp-9_nine-1",NA,"Warlp","9_nine","narntirnki-pala","narntirnki-pala",NA,NA,"Bowern2012",NA,NA,NA,NA
