"","ID","Local_ID","Language_ID","Parameter_ID","Value","Form","Segments","Comment","Source","Cognacy","Loan","Graphemes","Profile"
"1","Kutk-1_one-1",NA,"Kutk","1_one","kutju, gudyu, gudu","kutju",NA,NA,"Bowern2012",NA,NA,NA,NA
"2","Kutk-1_one-1",NA,"Kutk","1_one","kutju, gudyu, gudu","gudyu",NA,NA,"Bowern2012",NA,NA,NA,NA
"3","Kutk-1_one-1",NA,"Kutk","1_one","kutju, gudyu, gudu","gudu",NA,NA,"Bowern2012",NA,NA,NA,NA
"4","Kutk-2_two-1",NA,"Kutk","2_two","kutjarra, kutyarra, gudyara","kutjarra",NA,NA,"Bowern2012",NA,NA,NA,NA
"5","Kutk-2_two-1",NA,"Kutk","2_two","kutjarra, kutyarra, gudyara","kutyarra",NA,NA,"Bowern2012",NA,NA,NA,NA
"6","Kutk-2_two-1",NA,"Kutk","2_two","kutjarra, kutyarra, gudyara","gudyara",NA,NA,"Bowern2012",NA,NA,NA,NA
"7","Kutk-3_three-1",NA,"Kutk","3_three","maŋurba, marnkurr(pa), manguru, mangura","maŋurba",NA,NA,"Bowern2012",NA,NA,NA,NA
"8","Kutk-3_three-1",NA,"Kutk","3_three","maŋurba, marnkurr(pa), manguru, mangura","marnkurr(pa)",NA,NA,"Bowern2012",NA,NA,NA,NA
"9","Kutk-3_three-1",NA,"Kutk","3_three","maŋurba, marnkurr(pa), manguru, mangura","manguru",NA,NA,"Bowern2012",NA,NA,NA,NA
"10","Kutk-3_three-1",NA,"Kutk","3_three","maŋurba, marnkurr(pa), manguru, mangura","mangura",NA,NA,"Bowern2012",NA,NA,NA,NA
"11","Kutk-4_four-1",NA,"Kutk","4_four","kutjarra-kutjarra; galdu; murntu, murtu","kutjarra-kutjarra",NA,NA,"Bowern2012",NA,NA,NA,NA
"12","Kutk-4_four-1",NA,"Kutk","4_four","kutjarra-kutjarra; galdu; murntu, murtu","galdu",NA,NA,"Bowern2012",NA,NA,NA,NA
"13","Kutk-4_four-1",NA,"Kutk","4_four","kutjarra-kutjarra; galdu; murntu, murtu","murntu",NA,NA,"Bowern2012",NA,NA,NA,NA
"14","Kutk-4_four-1",NA,"Kutk","4_four","kutjarra-kutjarra; galdu; murntu, murtu","murtu",NA,NA,"Bowern2012",NA,NA,NA,NA
"15","Kutk-5_five-1",NA,"Kutk","5_five","raka; marumpu","raka",NA,NA,"Bowern2012",NA,NA,NA,NA
"16","Kutk-5_five-1",NA,"Kutk","5_five","raka; marumpu","marumpu",NA,NA,"Bowern2012",NA,NA,NA,NA
"17","Kutk-6_six-1",NA,"Kutk","6_six","kalyu","kalyu",NA,NA,"Bowern2012",NA,NA,NA,NA
"18","Kutk-7_seven-1",NA,"Kutk","7_seven","wirlki","wirlki",NA,NA,"Bowern2012",NA,NA,NA,NA
"19","Kutk-8_eight-1",NA,"Kutk","8_eight","ŋarlukutu","ŋarlukutu",NA,NA,"Bowern2012",NA,NA,NA,NA
"20","Kutk-9_nine-1",NA,"Kutk","9_nine","karrpu","karrpu",NA,NA,"Bowern2012",NA,NA,NA,NA
"21","Kutk-10_ten-1",NA,"Kutk","10_ten","tawu","tawu",NA,NA,"Bowern2012",NA,NA,NA,NA
