"","ID","Local_ID","Language_ID","Parameter_ID","Value","Form","Segments","Comment","Source","Cognacy","Loan","Graphemes","Profile"
"1","Nyul-1_one-1",NA,"Nyul","1_one","warindjer","warindjer",NA,NA,"Bowern2012",NA,NA,NA,NA
"2","Nyul-2_two-1",NA,"Nyul","2_two","gudjar","gudjar",NA,NA,"Bowern2012",NA,NA,NA,NA
"3","Nyul-3_three-1",NA,"Nyul","3_three","irdjowar","irdjowar",NA,NA,"Bowern2012",NA,NA,NA,NA
