"","ID","Local_ID","Language_ID","Parameter_ID","Value","Form","Segments","Comment","Source","Cognacy","Loan","Graphemes","Profile"
"1","Ngar-1_one-1",NA,"Ngar","1_one","erri, eri, eriŋa, weriŋa","erri",NA,NA,"Bowern2012",NA,NA,NA,NA
"2","Ngar-1_one-1",NA,"Ngar","1_one","erri, eri, eriŋa, weriŋa","eri",NA,NA,"Bowern2012",NA,NA,NA,NA
"3","Ngar-1_one-1",NA,"Ngar","1_one","erri, eri, eriŋa, weriŋa","eriŋa",NA,NA,"Bowern2012",NA,NA,NA,NA
"4","Ngar-1_one-1",NA,"Ngar","1_one","erri, eri, eriŋa, weriŋa","weriŋa",NA,NA,"Bowern2012",NA,NA,NA,NA
"5","Ngar-2_two-1",NA,"Ngar","2_two","majerri, majeri","majerri",NA,NA,"Bowern2012",NA,NA,NA,NA
"6","Ngar-2_two-1",NA,"Ngar","2_two","majerri, majeri","majeri",NA,NA,"Bowern2012",NA,NA,NA,NA
"7","Ngar-3_three-1",NA,"Ngar","3_three","majerrijerri, majerrina, majeriieri","majerrijerri",NA,NA,"Bowern2012",NA,NA,NA,NA
"8","Ngar-3_three-1",NA,"Ngar","3_three","majerrijerri, majerrina, majeriieri","majerrina",NA,NA,"Bowern2012",NA,NA,NA,NA
"9","Ngar-3_three-1",NA,"Ngar","3_three","majerrijerri, majerrina, majeriieri","majeriieri",NA,NA,"Bowern2012",NA,NA,NA,NA
"10","Ngar-4_four-1",NA,"Ngar","4_four","medjeri-yá medjeri, majamajeri","medjeri-yá medjeri",NA,NA,"Bowern2012",NA,NA,NA,NA
"11","Ngar-4_four-1",NA,"Ngar","4_four","medjeri-yá medjeri, majamajeri","majamajeri",NA,NA,"Bowern2012",NA,NA,NA,NA
